EmployeeID,Age,Department,JobRole,EducationField,MonthlyIncome,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,WorkLifeBalance,JobInvolvement,OverTime,BusinessTravel,DistanceFromHome,NumCompaniesWorked,TrainingTimesLastYear,Attrition
533,58,Research & Development,Accountant,Medical,7244,17,7,3,1,2,No,Frequently,29,9,2,No
534,59,Human Resources,Software Engineer,Technical Degree,4541,7,3,2,4,3,No,Frequently,5,1,1,Yes
535,43,Sales,Manager,Marketing,13251,10,9,1,1,4,No,Travel_Rarely,22,6,4,No
536,45,Finance,Laboratory Technician,Life Sciences,10503,14,0,3,3,2,Yes,Travel_Rarely,6,1,0,No
537,22,Finance,Software Engineer,Human Resources,4137,0,0,2,1,4,No,Rarely,29,4,0,Yes
538,31,Finance,Accountant,Marketing,17695,4,1,3,3,1,Yes,Frequently,15,3,2,Yes
539,56,Human Resources,Laboratory Technician,Technical Degree,7559,4,0,4,4,4,Yes,Travel_Rarely,27,7,1,No
540,44,Sales,Sales Executive,Technical Degree,16476,20,12,3,2,4,Yes,Travel_Rarely,24,8,4,Yes
541,53,Research & Development,Manager,Technical Degree,11258,4,3,2,2,1,No,Rarely,10,9,6,Yes
542,37,Research & Development,Software Engineer,Marketing,16932,0,0,1,1,1,No,Rarely,6,2,4,Yes
543,56,Human Resources,Laboratory Technician,Finance,9706,21,8,2,1,2,Yes,Frequently,23,0,3,No
544,44,Research & Development,Sales Executive,Marketing,10643,2,1,1,3,2,No,Travel_Rarely,9,4,6,No
545,34,Research & Development,Manager,Life Sciences,9315,3,2,4,3,1,Yes,Travel_Rarely,17,6,4,Yes
546,23,Finance,Sales Executive,Medical,11176,1,1,2,2,2,Yes,Travel_Rarely,22,0,5,Yes
547,38,Finance,Sales Executive,Marketing,7233,10,9,3,2,2,Yes,Travel_Rarely,10,2,3,No
548,55,Finance,Software Engineer,Life Sciences,12428,9,6,3,3,2,Yes,Frequently,19,5,6,Yes
549,49,Sales,Software Engineer,Marketing,8283,7,2,1,1,3,Yes,Rarely,1,0,2,Yes
550,24,Human Resources,Research Scientist,Finance,17165,2,1,1,1,2,No,Rarely,2,2,4,No
551,22,Research & Development,Sales Executive,Finance,13669,0,0,1,4,3,Yes,Travel_Rarely,13,0,4,Yes
552,50,Human Resources,Software Engineer,Finance,6890,23,9,1,3,1,Yes,Travel_Rarely,5,9,0,Yes
553,24,Finance,Human Resources,Life Sciences,7626,1,0,3,1,1,No,Rarely,17,0,2,No
554,46,Research & Development,Accountant,Finance,10942,2,2,1,1,3,Yes,Travel_Rarely,26,8,5,Yes
555,49,Finance,Laboratory Technician,Marketing,11788,23,7,1,1,1,Yes,Rarely,22,8,2,Yes
556,28,Research & Development,Human Resources,Life Sciences,3217,4,2,3,2,1,No,Travel_Rarely,13,2,2,No
557,51,Human Resources,Research Scientist,Technical Degree,4604,7,1,3,4,4,Yes,Travel_Rarely,2,7,5,No
558,27,Sales,Accountant,Technical Degree,5263,0,0,4,4,3,Yes,Frequently,28,3,0,Yes
559,39,Finance,Software Engineer,Life Sciences,17669,12,12,2,3,4,Yes,Travel_Rarely,29,9,4,No
560,24,Human Resources,Research Scientist,Technical Degree,16662,2,1,2,4,4,No,Travel_Rarely,27,6,5,Yes
561,25,Research & Development,Accountant,Life Sciences,8126,3,3,3,2,3,No,Rarely,11,1,5,No
562,30,Sales,Laboratory Technician,Life Sciences,17183,1,0,4,3,4,Yes,Rarely,25,3,0,No
563,58,Finance,Human Resources,Finance,5939,12,6,4,2,4,No,Travel_Rarely,17,2,4,No
564,40,Finance,Manager,Finance,10371,11,10,3,4,1,No,Rarely,28,5,4,No
565,38,IT,Research Scientist,Marketing,14163,2,0,4,2,4,No,Rarely,10,4,4,Yes
566,43,Research & Development,Accountant,Marketing,6145,9,9,1,1,3,Yes,Travel_Rarely,22,7,2,Yes
567,23,Sales,Laboratory Technician,Medical,4129,1,1,2,4,3,No,Travel_Rarely,15,0,1,Yes
568,23,Sales,Manager,Human Resources,13941,1,0,2,3,2,Yes,Frequently,30,0,5,Yes
569,59,Human Resources,Software Engineer,Life Sciences,13244,14,2,2,3,2,Yes,Rarely,29,0,5,No
570,53,Sales,Research Scientist,Human Resources,6751,20,9,2,1,3,No,Frequently,4,6,5,No
571,31,Human Resources,Research Scientist,Finance,5546,4,3,4,3,3,No,Rarely,6,7,3,No
572,58,Human Resources,Software Engineer,Marketing,8983,11,0,4,4,1,Yes,Rarely,5,5,5,No
573,42,Human Resources,Human Resources,Finance,11299,2,2,1,4,4,Yes,Frequently,14,1,5,No
574,46,Sales,Manager,Marketing,4603,13,10,4,4,3,No,Travel_Rarely,29,6,4,Yes
575,59,IT,Research Scientist,Marketing,8533,1,1,3,1,2,No,Rarely,29,5,2,No
576,41,IT,Software Engineer,Finance,12367,10,10,4,1,2,Yes,Rarely,3,2,6,No
577,36,Sales,Accountant,Life Sciences,14163,12,12,1,3,4,Yes,Rarely,11,4,2,No
578,32,Finance,Research Scientist,Human Resources,16834,4,2,2,2,3,Yes,Rarely,14,7,1,No
579,53,Finance,Research Scientist,Technical Degree,8547,22,14,4,3,2,No,Rarely,3,2,4,No
580,42,Human Resources,Laboratory Technician,Marketing,13888,9,2,1,4,1,Yes,Travel_Rarely,29,2,2,Yes
581,23,Sales,Research Scientist,Life Sciences,16909,0,0,3,1,4,Yes,Travel_Rarely,16,2,6,No
582,45,Sales,Manager,Marketing,3150,13,1,3,4,1,No,Frequently,27,4,2,Yes
583,42,Finance,Sales Executive,Marketing,5327,17,3,2,1,2,No,Rarely,20,5,0,No
584,35,Human Resources,Software Engineer,Marketing,16526,10,1,3,3,2,Yes,Frequently,18,7,6,No
585,32,Finance,Accountant,Human Resources,13016,4,0,3,3,1,Yes,Travel_Rarely,9,5,1,No
586,43,Research & Development,Research Scientist,Life Sciences,12566,0,0,4,3,4,Yes,Frequently,1,7,3,Yes
587,43,Human Resources,Software Engineer,Life Sciences,12441,17,14,1,1,2,Yes,Frequently,14,1,3,No
588,54,Finance,Accountant,Medical,11066,26,10,3,4,4,No,Rarely,22,3,5,No
589,59,Research & Development,Manager,Medical,5190,27,7,2,2,1,No,Rarely,13,1,4,No
590,59,Sales,Sales Executive,Technical Degree,16645,3,1,2,3,4,Yes,Travel_Rarely,12,7,2,No
591,43,Human Resources,Manager,Life Sciences,17495,7,4,4,2,2,Yes,Travel_Rarely,17,3,3,No
592,37,Finance,Sales Executive,Finance,11633,13,10,3,4,1,Yes,Frequently,27,7,2,No
593,44,Research & Development,Laboratory Technician,Technical Degree,8731,8,2,3,4,1,No,Frequently,10,0,6,No
594,52,Human Resources,Laboratory Technician,Medical,9274,24,7,3,3,1,No,Frequently,30,3,3,Yes
595,60,Research & Development,Research Scientist,Life Sciences,16120,22,11,1,1,4,Yes,Rarely,10,2,5,Yes
596,32,Finance,Laboratory Technician,Human Resources,17957,1,0,4,2,2,No,Rarely,27,3,1,Yes
597,59,Research & Development,Manager,Marketing,5275,9,3,3,1,4,No,Frequently,3,4,5,No
598,29,Sales,Research Scientist,Finance,7915,3,3,3,4,3,No,Travel_Rarely,14,7,4,No
599,51,Research & Development,Accountant,Life Sciences,9211,27,9,3,4,1,No,Rarely,4,3,4,No
600,47,Human Resources,Manager,Marketing,13849,3,2,2,4,2,Yes,Travel_Rarely,24,7,6,Yes
601,43,Research & Development,Sales Executive,Human Resources,14405,10,4,4,2,2,No,Frequently,8,7,2,No
602,44,Research & Development,Sales Executive,Medical,5716,0,0,3,3,3,No,Rarely,10,8,6,Yes
603,55,Sales,Accountant,Medical,3276,21,12,1,4,2,Yes,Rarely,19,7,0,No
604,36,Human Resources,Software Engineer,Human Resources,4653,14,14,3,3,3,Yes,Travel_Rarely,13,0,0,Yes
605,41,Sales,Sales Executive,Finance,14494,17,12,4,1,3,Yes,Rarely,12,5,2,No
606,28,Research & Development,Sales Executive,Life Sciences,17596,2,1,4,3,3,No,Rarely,4,8,5,No
607,34,Sales,Research Scientist,Technical Degree,13616,0,0,1,1,2,No,Travel_Rarely,19,8,3,Yes
608,47,Finance,Software Engineer,Marketing,2769,21,3,4,3,4,No,Rarely,25,5,6,Yes
609,59,Research & Development,Laboratory Technician,Medical,8763,27,4,2,3,4,No,Frequently,3,5,1,Yes
610,37,IT,Human Resources,Marketing,11097,15,12,2,4,3,Yes,Travel_Rarely,8,8,5,No
611,35,IT,Manager,Marketing,12259,2,1,3,4,3,Yes,Rarely,12,0,2,Yes
612,52,Finance,Research Scientist,Human Resources,2848,30,4,2,4,1,Yes,Travel_Rarely,9,4,1,No
613,41,Finance,Accountant,Human Resources,6058,3,0,1,3,2,No,Frequently,18,0,3,No
614,34,Human Resources,Human Resources,Marketing,2836,5,3,1,1,3,No,Frequently,13,0,1,Yes
615,29,Human Resources,Human Resources,Marketing,8629,2,0,3,2,4,Yes,Rarely,8,9,6,Yes
616,34,Finance,Human Resources,Medical,10602,4,0,4,1,1,No,Travel_Rarely,16,6,1,No
617,39,Sales,Research Scientist,Human Resources,10178,16,13,3,1,4,Yes,Frequently,18,1,4,No
618,42,Sales,Accountant,Technical Degree,17441,20,15,3,1,4,Yes,Travel_Rarely,19,3,6,No
619,30,Research & Development,Research Scientist,Marketing,5261,4,3,2,1,1,Yes,Travel_Rarely,20,8,5,No
620,22,Human Resources,Human Resources,Finance,11759,0,0,3,3,2,Yes,Travel_Rarely,16,8,6,Yes
621,33,IT,Human Resources,Medical,4004,8,8,4,4,3,Yes,Travel_Rarely,30,0,2,No
622,32,Finance,Human Resources,Technical Degree,13354,10,0,1,4,2,No,Rarely,29,4,4,Yes
623,44,Sales,Research Scientist,Human Resources,12283,5,5,2,2,1,Yes,Rarely,13,2,5,Yes
624,29,Human Resources,Human Resources,Marketing,11948,0,0,3,3,3,Yes,Rarely,24,0,4,No
625,23,Human Resources,Sales Executive,Human Resources,11778,1,0,3,4,3,Yes,Rarely,17,5,2,No
626,59,Research & Development,Accountant,Marketing,3551,1,1,3,1,3,Yes,Travel_Rarely,20,3,5,No
627,47,Human Resources,Software Engineer,Life Sciences,8820,10,3,2,1,4,No,Travel_Rarely,26,0,0,Yes
628,57,Human Resources,Research Scientist,Technical Degree,7866,27,13,3,2,4,Yes,Travel_Rarely,3,7,2,No
629,49,Finance,Software Engineer,Finance,7492,9,1,4,4,1,No,Rarely,12,7,1,No
630,25,IT,Accountant,Finance,6505,3,2,1,3,4,No,Rarely,24,7,6,No
631,35,Research & Development,Manager,Finance,13488,8,1,3,2,4,No,Travel_Rarely,30,5,1,No
632,30,Research & Development,Software Engineer,Human Resources,11997,3,3,4,2,3,Yes,Travel_Rarely,3,7,4,No
633,24,IT,Sales Executive,Marketing,12669,2,0,3,3,4,Yes,Travel_Rarely,9,4,3,No
634,47,IT,Research Scientist,Medical,16498,1,0,3,2,4,Yes,Frequently,12,6,3,Yes
635,44,Sales,Research Scientist,Medical,12403,22,15,1,2,1,No,Frequently,2,2,1,No
636,42,Sales,Accountant,Life Sciences,15772,19,0,4,2,1,No,Frequently,30,0,3,Yes
637,59,Research & Development,Software Engineer,Marketing,8384,14,9,2,2,4,Yes,Frequently,15,8,4,No
638,45,Sales,Sales Executive,Finance,11580,4,0,3,4,4,No,Frequently,15,6,3,No
639,48,Research & Development,Manager,Marketing,11221,20,11,3,2,4,No,Frequently,23,2,1,No
640,31,Sales,Accountant,Finance,6940,3,0,4,3,3,No,Travel_Rarely,29,4,1,No
641,58,Research & Development,Research Scientist,Life Sciences,16891,26,12,2,1,1,No,Rarely,9,1,0,Yes
642,51,Human Resources,Laboratory Technician,Marketing,8398,27,11,4,3,2,Yes,Rarely,13,7,6,Yes
643,49,Finance,Research Scientist,Life Sciences,6461,8,6,3,2,1,Yes,Travel_Rarely,24,1,6,Yes
644,52,IT,Manager,Finance,4087,24,11,1,3,2,Yes,Frequently,8,4,6,Yes
645,22,Finance,Research Scientist,Marketing,6404,0,0,1,3,2,Yes,Rarely,22,9,4,Yes
646,36,Research & Development,Manager,Marketing,11924,5,5,3,1,4,No,Travel_Rarely,8,0,0,No
647,47,Sales,Sales Executive,Human Resources,16464,16,5,1,4,2,No,Travel_Rarely,13,5,2,No
648,35,Research & Development,Sales Executive,Technical Degree,11954,7,4,3,2,1,No,Rarely,27,0,6,Yes
649,56,IT,Manager,Life Sciences,11775,5,4,2,2,1,Yes,Rarely,23,8,1,Yes
650,47,Human Resources,Sales Executive,Marketing,10482,4,1,4,2,2,No,Rarely,27,1,1,No
651,25,Finance,Manager,Finance,9428,0,0,2,2,1,No,Rarely,7,6,6,Yes
652,40,Research & Development,Laboratory Technician,Medical,7170,10,2,1,3,3,No,Frequently,20,3,2,No
653,53,Human Resources,Manager,Medical,8765,15,11,4,4,1,No,Frequently,29,0,6,No
654,22,IT,Sales Executive,Finance,4902,0,0,4,4,1,Yes,Travel_Rarely,6,9,5,Yes
655,58,Human Resources,Accountant,Medical,9523,14,14,2,4,4,No,Travel_Rarely,27,3,4,No
656,47,Finance,Accountant,Finance,11999,12,1,3,3,2,No,Travel_Rarely,8,7,6,No
657,52,Finance,Human Resources,Marketing,17036,6,4,2,4,3,Yes,Frequently,24,2,6,Yes
658,37,Sales,Human Resources,Technical Degree,6566,13,9,2,2,2,Yes,Rarely,5,4,4,Yes
659,60,Research & Development,Research Scientist,Life Sciences,9215,1,0,2,1,3,Yes,Rarely,5,5,1,Yes
660,25,Finance,Research Scientist,Marketing,5664,2,1,4,2,2,Yes,Travel_Rarely,15,7,1,Yes
661,53,Sales,Sales Executive,Technical Degree,7052,4,1,4,2,4,No,Travel_Rarely,24,2,1,No
662,32,Human Resources,Human Resources,Finance,7406,0,0,4,4,3,No,Rarely,4,0,0,No
663,40,IT,Accountant,Technical Degree,13155,5,2,2,1,4,No,Rarely,22,6,2,Yes
664,34,IT,Human Resources,Human Resources,13502,9,2,1,4,4,Yes,Rarely,23,0,1,No
665,30,Human Resources,Accountant,Marketing,4314,2,0,3,1,3,No,Frequently,20,6,5,Yes
666,46,Finance,Human Resources,Medical,5471,1,0,4,4,3,No,Rarely,25,9,5,Yes
667,51,Research & Development,Human Resources,Technical Degree,15162,8,8,2,3,4,No,Rarely,16,1,1,No
668,56,Human Resources,Software Engineer,Finance,8078,10,4,1,2,1,Yes,Rarely,7,6,0,Yes
669,23,Human Resources,Laboratory Technician,Marketing,17679,0,0,2,2,2,Yes,Frequently,27,0,2,Yes
670,39,Finance,Accountant,Medical,15270,15,5,1,4,3,Yes,Rarely,15,9,3,Yes
671,34,Finance,Accountant,Finance,16711,6,5,2,2,3,No,Frequently,27,7,6,Yes
672,33,Sales,Research Scientist,Technical Degree,2640,10,0,3,1,1,No,Rarely,24,3,4,No
673,29,IT,Accountant,Human Resources,8456,1,1,4,4,2,No,Rarely,29,4,5,No
674,44,Sales,Laboratory Technician,Human Resources,9043,13,9,3,1,4,No,Rarely,28,4,4,No
675,24,Sales,Research Scientist,Life Sciences,6482,2,1,4,3,1,Yes,Rarely,10,4,4,Yes
676,48,Finance,Sales Executive,Medical,9978,19,12,4,1,2,No,Travel_Rarely,4,1,5,No
677,53,Finance,Human Resources,Life Sciences,11475,17,4,2,4,2,No,Travel_Rarely,13,2,6,No
678,55,Research & Development,Laboratory Technician,Technical Degree,17488,10,5,1,4,2,No,Travel_Rarely,20,3,6,Yes
679,57,Finance,Human Resources,Medical,15628,6,2,3,2,2,No,Frequently,20,8,3,No
680,30,Human Resources,Software Engineer,Life Sciences,3811,3,1,2,1,4,Yes,Frequently,23,4,5,Yes
681,25,Research & Development,Accountant,Finance,13728,3,1,1,2,1,Yes,Rarely,10,6,3,Yes
682,40,Research & Development,Laboratory Technician,Life Sciences,11181,2,0,1,1,3,No,Travel_Rarely,19,4,1,No
683,31,Sales,Manager,Medical,2629,1,1,4,1,4,Yes,Travel_Rarely,16,6,4,Yes
684,52,Sales,Research Scientist,Marketing,5678,23,0,3,3,1,No,Travel_Rarely,4,6,1,No
685,33,Human Resources,Manager,Technical Degree,5154,0,0,1,3,4,No,Frequently,1,4,1,Yes
686,28,Finance,Laboratory Technician,Life Sciences,8005,1,1,4,4,3,No,Travel_Rarely,26,7,1,Yes
687,32,Human Resources,Human Resources,Finance,9136,2,2,2,3,1,No,Frequently,22,1,0,Yes
688,37,Sales,Laboratory Technician,Marketing,16709,11,5,2,4,2,No,Travel_Rarely,28,8,4,No
689,31,Human Resources,Software Engineer,Medical,11135,9,7,1,1,4,No,Rarely,9,5,1,No
690,58,Research & Development,Sales Executive,Marketing,3769,15,12,2,1,4,No,Travel_Rarely,18,8,1,No
691,53,Sales,Software Engineer,Marketing,8093,24,1,4,4,1,No,Frequently,12,9,0,No
692,31,Finance,Manager,Finance,12579,8,1,4,4,3,Yes,Travel_Rarely,28,1,0,No
693,57,Research & Development,Laboratory Technician,Human Resources,14171,21,10,2,3,1,Yes,Travel_Rarely,14,1,4,No
694,36,Finance,Software Engineer,Marketing,17359,4,3,4,1,3,No,Travel_Rarely,24,4,1,No
695,35,IT,Research Scientist,Technical Degree,16680,1,1,2,2,4,No,Rarely,26,5,5,Yes
696,57,Human Resources,Software Engineer,Marketing,12400,3,1,2,3,4,Yes,Travel_Rarely,29,3,0,No
697,53,Research & Development,Laboratory Technician,Marketing,13680,3,3,2,2,3,Yes,Travel_Rarely,23,4,3,Yes
698,42,Human Resources,Laboratory Technician,Marketing,13867,18,13,3,3,2,No,Travel_Rarely,6,0,4,No
699,44,Sales,Manager,Human Resources,13905,6,5,4,3,4,Yes,Travel_Rarely,17,8,5,No
700,55,IT,Sales Executive,Human Resources,10440,12,10,4,3,4,No,Rarely,27,0,4,Yes
701,52,Finance,Human Resources,Life Sciences,16166,16,11,3,2,2,No,Frequently,30,6,4,No
702,41,Research & Development,Research Scientist,Technical Degree,13030,4,0,1,2,3,Yes,Frequently,25,5,1,No
703,26,Finance,Research Scientist,Medical,7103,2,0,4,3,1,No,Travel_Rarely,20,6,2,No
704,60,Finance,Laboratory Technician,Finance,6578,21,7,3,1,2,Yes,Frequently,26,2,3,Yes
705,24,Finance,Laboratory Technician,Human Resources,4740,2,1,1,3,1,Yes,Rarely,17,1,4,Yes
706,41,Finance,Accountant,Human Resources,9993,7,4,4,3,1,Yes,Rarely,3,2,4,No
707,48,Finance,Manager,Technical Degree,10031,11,3,1,4,1,No,Frequently,7,3,2,Yes
708,40,IT,Research Scientist,Marketing,9769,12,10,1,1,4,No,Rarely,25,5,3,No
709,43,IT,Research Scientist,Life Sciences,7662,18,7,4,4,2,Yes,Travel_Rarely,26,2,1,No
710,44,Research & Development,Research Scientist,Medical,2798,12,11,1,4,4,No,Frequently,19,6,2,Yes
711,33,IT,Human Resources,Life Sciences,7826,6,5,3,2,2,No,Rarely,27,5,1,No
712,40,Human Resources,Laboratory Technician,Human Resources,12163,5,5,4,2,1,No,Travel_Rarely,10,0,2,No
713,29,Human Resources,Manager,Technical Degree,3966,3,1,3,4,3,Yes,Frequently,11,6,4,Yes
714,25,Research & Development,Research Scientist,Medical,12636,3,1,2,2,4,No,Rarely,11,2,4,Yes
715,58,Research & Development,Research Scientist,Human Resources,14833,20,7,4,1,1,Yes,Travel_Rarely,25,5,5,Yes
716,25,Human Resources,Software Engineer,Finance,11790,3,0,3,2,2,Yes,Frequently,11,5,0,Yes
717,44,IT,Human Resources,Life Sciences,13168,22,1,4,3,3,Yes,Travel_Rarely,25,9,0,No
718,50,Sales,Sales Executive,Technical Degree,16278,0,0,4,2,2,Yes,Frequently,3,0,2,Yes
719,37,IT,Laboratory Technician,Medical,4273,13,3,1,1,3,No,Travel_Rarely,14,7,0,Yes
720,59,Sales,Laboratory Technician,Life Sciences,13357,26,14,1,4,2,No,Travel_Rarely,20,9,5,No
721,44,Human Resources,Human Resources,Life Sciences,8860,9,6,2,1,2,Yes,Frequently,17,8,1,Yes
722,31,IT,Sales Executive,Life Sciences,3964,6,4,2,2,3,No,Rarely,20,0,0,No
723,55,IT,Research Scientist,Medical,4039,16,3,3,2,2,No,Travel_Rarely,4,0,6,No
724,51,Finance,Laboratory Technician,Human Resources,9845,8,2,4,1,4,Yes,Rarely,19,3,1,No
725,48,Research & Development,Software Engineer,Medical,8163,13,8,2,4,4,No,Frequently,29,2,6,Yes
726,52,Sales,Sales Executive,Life Sciences,17095,4,0,3,4,2,No,Rarely,26,6,0,No
727,25,Sales,Software Engineer,Finance,17377,1,1,3,2,4,Yes,Frequently,12,3,1,Yes
728,47,Human Resources,Laboratory Technician,Life Sciences,3192,6,4,1,3,2,No,Rarely,26,6,1,No
729,27,Sales,Accountant,Finance,7177,3,3,4,2,3,No,Frequently,5,1,6,No
730,58,Sales,Sales Executive,Medical,16353,24,9,1,2,1,Yes,Rarely,12,5,5,No
731,48,Research & Development,Laboratory Technician,Human Resources,5994,8,5,1,4,3,No,Frequently,29,0,2,Yes
732,36,Sales,Laboratory Technician,Life Sciences,15557,3,2,1,4,2,No,Rarely,18,2,6,No
733,39,Finance,Laboratory Technician,Technical Degree,12463,5,4,2,1,4,No,Travel_Rarely,27,9,2,No
734,25,Research & Development,Sales Executive,Finance,11582,1,1,1,2,1,Yes,Travel_Rarely,24,5,1,Yes
735,27,Research & Development,Sales Executive,Technical Degree,12141,0,0,3,1,1,No,Travel_Rarely,23,6,3,No
736,53,Finance,Research Scientist,Human Resources,10911,18,6,1,1,2,No,Frequently,13,5,4,Yes
737,44,Research & Development,Manager,Technical Degree,17032,9,4,4,3,2,No,Rarely,27,6,1,No
738,36,Sales,Laboratory Technician,Finance,10634,12,10,3,3,3,No,Rarely,10,2,5,No
739,33,IT,Accountant,Marketing,5170,5,4,1,3,3,Yes,Travel_Rarely,8,7,6,No
740,41,IT,Sales Executive,Finance,6770,3,2,1,3,1,No,Travel_Rarely,8,6,4,Yes
741,24,Human Resources,Software Engineer,Human Resources,6067,0,0,4,2,1,No,Rarely,21,8,6,No
742,36,IT,Sales Executive,Medical,11530,5,1,1,2,4,Yes,Travel_Rarely,17,4,3,Yes
743,22,Finance,Accountant,Life Sciences,4813,0,0,3,4,2,No,Rarely,8,7,0,No
744,46,Human Resources,Research Scientist,Life Sciences,2805,11,8,1,4,2,No,Frequently,14,8,3,No
745,44,IT,Software Engineer,Medical,17006,5,4,3,1,2,No,Frequently,30,1,2,Yes
746,49,Finance,Accountant,Technical Degree,4726,23,10,4,3,1,No,Rarely,8,3,3,No
747,54,Sales,Manager,Technical Degree,9735,13,8,2,4,3,Yes,Rarely,26,7,5,Yes
748,37,IT,Human Resources,Human Resources,8411,15,6,2,1,1,Yes,Rarely,5,8,3,No
749,39,Human Resources,Human Resources,Finance,11058,17,1,2,3,1,Yes,Travel_Rarely,18,1,6,Yes
750,32,Human Resources,Laboratory Technician,Technical Degree,7766,2,2,1,2,2,Yes,Rarely,14,5,4,Yes
751,45,IT,Human Resources,Finance,12972,0,0,3,3,3,No,Travel_Rarely,22,6,5,No
752,40,Finance,Sales Executive,Medical,12565,11,6,4,4,4,Yes,Travel_Rarely,27,0,2,Yes
753,49,Human Resources,Accountant,Human Resources,5438,19,12,2,1,1,No,Travel_Rarely,26,2,1,Yes
754,56,Sales,Sales Executive,Medical,3691,15,5,1,2,3,Yes,Frequently,28,5,5,No
755,37,Finance,Sales Executive,Medical,9183,15,2,4,1,2,No,Travel_Rarely,8,6,6,Yes
756,43,Finance,Research Scientist,Finance,6680,7,4,1,1,1,No,Rarely,6,6,2,Yes
757,44,Finance,Sales Executive,Technical Degree,17774,10,6,4,2,1,Yes,Frequently,11,1,6,No
758,36,IT,Research Scientist,Human Resources,5796,4,0,3,3,3,No,Rarely,13,1,2,No
759,28,IT,Manager,Medical,3573,3,2,2,3,1,No,Travel_Rarely,21,8,6,No
760,42,Research & Development,Software Engineer,Technical Degree,9757,7,7,1,1,1,Yes,Rarely,23,3,4,Yes
761,49,IT,Laboratory Technician,Human Resources,14164,27,8,2,1,2,No,Frequently,18,8,5,No
762,32,Research & Development,Laboratory Technician,Marketing,4796,5,5,1,3,2,No,Frequently,2,7,2,No
763,56,Research & Development,Research Scientist,Finance,3748,23,2,2,4,1,No,Travel_Rarely,20,7,4,No
764,56,IT,Laboratory Technician,Finance,13441,0,0,4,1,1,No,Travel_Rarely,17,1,0,No
765,37,Research & Development,Research Scientist,Finance,12453,12,2,3,3,1,Yes,Travel_Rarely,16,5,2,Yes
766,30,Human Resources,Software Engineer,Finance,12356,2,0,2,4,4,Yes,Travel_Rarely,8,6,1,No
767,55,Research & Development,Human Resources,Life Sciences,11036,28,12,2,1,2,No,Travel_Rarely,6,8,2,No
768,60,IT,Manager,Finance,17122,9,9,2,1,4,No,Travel_Rarely,18,7,3,No
769,30,IT,Laboratory Technician,Human Resources,2978,3,2,4,1,1,No,Rarely,9,9,3,Yes
770,38,Finance,Research Scientist,Life Sciences,2771,14,2,1,4,1,Yes,Travel_Rarely,23,4,3,Yes
771,36,Research & Development,Laboratory Technician,Life Sciences,12373,14,1,1,1,4,No,Rarely,10,9,4,No
772,52,Human Resources,Research Scientist,Technical Degree,7212,7,2,4,3,2,Yes,Frequently,9,4,2,Yes
773,56,IT,Accountant,Finance,13224,28,9,1,4,4,Yes,Travel_Rarely,13,4,1,No
774,30,Research & Development,Human Resources,Finance,17143,6,1,2,4,4,No,Travel_Rarely,23,6,6,Yes
775,42,Finance,Manager,Marketing,3674,13,9,3,1,3,No,Travel_Rarely,25,1,3,No
776,38,Sales,Sales Executive,Human Resources,7088,1,0,1,2,3,No,Rarely,28,9,6,No
777,27,Finance,Accountant,Finance,14470,1,0,2,3,2,Yes,Travel_Rarely,20,4,2,Yes
778,43,Human Resources,Accountant,Medical,12542,18,13,3,2,4,Yes,Travel_Rarely,24,8,3,Yes
779,36,Research & Development,Software Engineer,Medical,6812,11,6,3,3,2,Yes,Rarely,17,2,5,No
780,57,Sales,Manager,Marketing,10186,29,2,1,1,4,Yes,Frequently,15,5,2,No
781,29,Research & Development,Research Scientist,Marketing,6293,3,3,4,3,2,No,Rarely,17,6,2,No
782,31,Research & Development,Sales Executive,Human Resources,13285,3,0,2,4,2,Yes,Frequently,23,5,4,Yes
783,46,IT,Accountant,Human Resources,3962,16,13,4,3,2,No,Frequently,19,1,3,No
784,24,Sales,Accountant,Medical,15886,1,0,2,3,2,No,Travel_Rarely,16,4,5,No
785,60,IT,Sales Executive,Human Resources,9889,26,7,3,4,4,Yes,Frequently,22,6,0,No
786,22,Sales,Laboratory Technician,Finance,5216,0,0,3,4,4,Yes,Rarely,22,3,2,Yes
787,24,Human Resources,Laboratory Technician,Human Resources,6329,0,0,4,3,3,Yes,Travel_Rarely,1,5,6,Yes
788,44,IT,Accountant,Finance,6124,10,9,1,1,2,Yes,Rarely,4,4,0,Yes
789,38,Research & Development,Software Engineer,Finance,14502,15,4,4,4,3,Yes,Rarely,20,2,3,No
790,35,Finance,Accountant,Marketing,2946,12,12,3,3,1,Yes,Frequently,28,7,3,No
791,44,Human Resources,Sales Executive,Human Resources,8469,17,5,2,2,3,No,Travel_Rarely,15,5,2,No
792,36,Sales,Laboratory Technician,Human Resources,7157,3,2,4,3,3,Yes,Frequently,30,8,1,Yes
793,45,Sales,Research Scientist,Life Sciences,8107,19,0,1,1,2,Yes,Travel_Rarely,30,8,4,Yes
794,55,Research & Development,Accountant,Medical,11797,21,6,1,3,3,No,Rarely,29,8,5,No
795,35,Finance,Software Engineer,Finance,6987,10,5,2,1,1,Yes,Travel_Rarely,14,8,5,Yes
796,50,Finance,Software Engineer,Life Sciences,6935,20,12,1,2,3,No,Rarely,5,1,1,Yes
797,38,Research & Development,Accountant,Life Sciences,15635,1,1,1,3,2,No,Travel_Rarely,30,5,0,Yes
798,60,Research & Development,Laboratory Technician,Technical Degree,8968,4,3,4,4,3,No,Frequently,9,4,0,No
